RecordID,EmployeeID,DepartmentID,Year,Month,BaseSalary,Bonus,OvertimeHours,AbsenteeismDays,PerformanceRating,TrainingHours,AttritionFlag,WorkLifeBalanceScore,JobSatisfactionScore
432,1350,6,2022,10,74832,29087,1,6,4,25,0,2,1
433,1296,7,2024,1,65931,1909,12,3,1,36,1,1,3
434,1258,8,2024,3,108990,25491,3,2,2,8,0,1,5
435,1081,2,2023,2,103894,12150,19,3,1,27,0,2,5
436,1268,4,2023,12,97204,23602,13,0,3,31,0,2,3
437,1235,1,2024,3,70784,80,29,7,4,2,0,1,3
438,1321,3,2023,10,34921,2083,28,4,4,31,0,4,3
439,1311,5,2024,9,59959,13378,7,3,3,4,0,2,3
440,1301,3,2023,9,57328,27264,11,2,5,7,0,3,2
441,1357,8,2024,10,33859,15217,37,4,3,13,1,3,5
442,1213,4,2023,2,114506,18074,25,6,1,2,0,1,5
443,1062,5,2023,3,99408,17140,1,4,3,23,0,5,2
444,1049,3,2024,4,109766,2670,39,3,4,12,0,1,5
445,1127,7,2023,9,51708,3751,13,7,3,28,0,1,3
446,1223,4,2023,3,43847,11744,5,3,3,7,0,4,1
447,1279,1,2022,7,80989,25043,39,1,2,30,0,4,5
448,1294,7,2023,12,117641,5261,30,1,4,25,0,5,1
449,1284,4,2023,3,29922,14691,16,4,5,17,0,5,1
450,1277,6,2022,7,94928,6852,24,5,3,17,0,5,2
451,1107,5,2022,7,77335,1494,31,7,3,6,0,5,4
452,1146,2,2023,9,38541,22124,11,5,4,37,0,5,5
453,1099,1,2024,2,44551,25595,12,1,4,15,0,1,2
454,1375,8,2023,6,44381,24439,18,2,3,32,0,1,2
455,1073,7,2022,9,80673,17285,24,0,5,2,0,3,1
456,1122,7,2023,12,47948,672,30,4,4,37,0,3,5
457,1030,3,2022,12,117264,8630,36,0,3,3,0,2,2
458,1188,5,2023,2,84072,28798,24,1,4,35,0,1,3
459,1364,8,2022,2,92560,10268,15,3,5,3,0,5,2
460,1354,2,2022,5,107249,444,37,6,4,8,0,2,3
461,1288,4,2022,10,27486,9157,22,4,1,39,0,4,4
462,1195,2,2023,10,91691,11982,13,1,3,16,0,1,3
463,1156,5,2022,12,35082,8655,5,7,3,16,0,3,3
464,1172,5,2023,10,109105,18582,24,2,3,32,0,1,1
465,1335,6,2023,8,32086,2287,22,6,4,19,0,1,2
466,1041,6,2023,11,92853,11957,11,4,4,13,0,1,4
467,1063,2,2023,9,95027,27752,12,4,4,21,0,1,2
468,1023,4,2024,2,40916,4008,35,7,5,26,0,4,3
469,1360,2,2022,5,40248,11696,38,5,3,2,0,3,3
470,1075,5,2023,7,93047,9104,33,3,5,23,1,1,2
471,1048,5,2022,6,49226,496,5,4,4,29,0,4,4
472,1160,3,2022,6,50025,1463,37,3,3,7,0,2,4
473,1313,6,2023,7,73380,23212,39,1,4,21,0,1,1
474,1118,8,2023,3,32848,20637,7,2,2,24,0,4,3
475,1100,8,2024,3,39274,12459,7,6,4,9,0,5,3
476,1380,8,2023,10,79545,16877,39,6,4,28,0,2,1
477,1167,3,2024,9,60233,21449,32,2,3,39,1,3,2
478,1290,1,2022,8,41304,21814,33,4,4,0,0,1,3
479,1156,8,2022,5,36294,17810,14,4,4,20,0,1,2
480,1007,5,2022,6,51425,9884,35,1,3,38,1,4,4
481,1196,3,2022,11,93711,18177,34,5,1,23,1,3,5
482,1056,2,2023,12,118311,2723,21,5,3,8,0,5,1
483,1321,6,2023,10,34425,17042,22,5,4,25,0,2,3
484,1193,6,2022,1,116549,4761,39,3,5,8,0,3,1
485,1047,4,2024,10,118464,7630,21,5,5,19,0,1,4
486,1148,2,2024,12,69990,29038,4,2,4,34,0,4,4
487,1275,4,2022,1,98746,16375,30,6,4,35,0,5,4
488,1157,3,2022,4,93295,8741,12,6,3,35,1,4,4
489,1202,7,2022,2,41091,25218,27,3,4,8,0,2,5
490,1126,8,2022,11,25002,4350,19,1,3,21,0,3,2
491,1395,1,2022,7,75411,207,32,2,3,0,0,4,2
492,1305,2,2023,2,65958,27073,15,6,4,4,0,4,5
493,1369,2,2022,10,45707,4190,28,2,1,8,0,1,2
494,1294,2,2023,2,40248,1883,22,6,4,36,0,4,4
495,1064,4,2024,5,96309,2886,23,0,4,37,0,5,2
496,1325,3,2023,4,103322,16861,33,1,3,18,0,3,1
497,1392,2,2024,8,76720,8953,6,1,3,7,0,2,2
498,1176,7,2022,4,40037,8381,37,7,5,31,0,4,1
499,1116,2,2023,12,92421,23238,36,0,4,12,0,5,3
500,1204,6,2023,6,106867,13795,3,3,3,19,0,2,1
501,1321,8,2022,5,65612,17139,33,6,3,35,0,5,1
502,1031,1,2022,11,113031,9638,21,7,4,36,0,4,4
503,1388,8,2023,2,38450,4931,4,6,4,29,0,4,4
504,1113,6,2023,11,34491,9855,22,6,3,9,0,3,4
505,1365,6,2023,12,99804,5724,14,5,3,30,0,1,1
506,1325,1,2023,8,118293,26411,30,5,5,24,0,5,5
507,1376,7,2023,2,31791,12420,8,5,4,28,0,1,4
508,1344,3,2022,9,53314,20534,24,5,5,23,0,1,4
509,1067,6,2023,9,76883,4060,24,5,4,38,0,2,1
510,1075,3,2022,3,119119,29181,20,0,5,20,0,2,3
511,1045,6,2022,4,112086,4765,8,1,3,8,0,5,3
512,1260,5,2024,8,90629,19996,37,3,4,1,0,1,2
513,1154,1,2023,9,34967,6553,21,2,1,3,0,3,3
514,1155,6,2024,3,106754,7378,22,5,4,7,0,1,4
515,1363,5,2023,5,68220,18073,3,0,3,31,0,2,5
516,1234,8,2023,11,99163,17700,28,7,3,13,1,1,2
517,1051,4,2022,8,29947,7130,14,7,5,12,0,4,5
518,1306,5,2022,3,64419,29405,0,6,5,20,0,4,5
519,1262,2,2022,7,81131,3186,29,3,1,23,0,3,4
520,1315,6,2024,11,113714,28596,28,7,4,17,0,5,1
521,1125,5,2023,8,53876,5789,19,3,3,39,0,1,1
522,1399,3,2023,10,113444,28930,32,3,3,25,0,4,1
523,1245,4,2023,11,44971,16122,35,0,4,31,0,5,3
524,1030,7,2024,3,87539,17529,21,2,3,32,0,4,1
525,1122,6,2022,2,74228,20778,12,5,5,30,0,5,4
526,1125,2,2022,10,99495,7942,6,3,3,17,0,5,3
527,1037,7,2023,7,53261,7548,7,0,4,34,0,4,1
528,1170,5,2024,12,86260,16944,27,6,4,11,0,2,5
529,1124,7,2024,9,106371,18296,8,1,3,24,0,5,4
530,1357,7,2022,1,109793,18248,24,6,3,30,0,1,4
531,1035,4,2024,3,28346,296,15,0,4,9,0,4,2
532,1087,8,2024,5,81176,2409,9,0,4,33,1,2,4
533,1134,7,2022,3,77300,27212,10,0,3,2,0,4,5
534,1196,7,2023,1,36340,24014,30,3,4,38,0,3,4
535,1274,6,2023,7,58012,1461,11,0,2,7,1,1,2
536,1201,8,2024,7,60393,20676,30,1,3,31,0,3,4
537,1369,4,2022,10,100133,2268,13,3,3,28,0,5,4
538,1285,2,2024,12,50557,17378,31,6,2,21,0,5,2
539,1077,5,2023,8,89204,6554,16,1,4,19,0,3,4
540,1059,4,2024,5,98273,16391,34,7,4,5,0,3,3
541,1126,4,2023,10,42276,27167,0,4,5,28,0,5,4
542,1109,1,2023,12,79639,18899,28,6,4,16,0,2,1
543,1224,4,2024,5,32310,28991,3,0,5,30,0,1,1
544,1278,8,2024,5,60167,17801,22,5,4,33,0,4,3
545,1068,1,2024,1,109880,18700,27,5,4,37,0,3,4
546,1069,5,2022,10,35391,7358,15,3,5,36,0,1,5
547,1165,7,2023,5,75621,20316,11,5,4,3,0,4,4
548,1305,6,2022,6,35892,22588,20,6,1,1,0,4,1
549,1397,6,2023,12,101733,17671,16,3,4,11,0,3,2
550,1162,5,2023,1,103586,27420,39,6,5,34,0,2,3
551,1365,5,2023,11,61142,17502,12,0,4,5,0,2,2
552,1342,8,2023,7,70679,25128,31,2,4,7,0,1,5
553,1309,3,2024,1,66615,7637,36,2,4,20,1,1,4
554,1379,7,2022,11,72553,660,14,1,5,34,0,5,5
555,1343,5,2023,2,104071,8907,11,0,2,14,0,2,2
556,1387,4,2023,2,66002,6922,14,5,4,6,0,1,4
557,1042,8,2022,5,95658,28161,33,0,3,14,0,5,5
558,1354,6,2022,10,34852,11953,5,4,4,5,0,4,1
559,1109,2,2024,7,30387,24488,16,2,4,16,0,1,1
560,1051,8,2024,1,64994,22721,19,5,3,3,0,5,3
561,1250,6,2024,10,58725,18913,8,6,3,21,0,2,1
562,1341,1,2024,1,97682,3970,4,6,4,31,0,4,1
563,1383,8,2022,1,25560,3407,22,2,2,21,0,1,2
564,1021,6,2023,6,81565,26034,32,0,3,26,0,2,1
565,1300,3,2023,2,26312,27843,37,5,4,14,0,4,1
566,1139,8,2023,1,43205,9046,13,1,3,21,0,3,2
567,1359,8,2023,6,36595,23800,16,6,3,27,0,2,1
568,1324,7,2023,2,112566,14547,18,0,5,37,1,3,1
569,1385,5,2023,6,46329,4760,32,1,3,8,0,1,3
570,1092,7,2023,10,93187,28113,0,7,3,33,0,5,1
571,1280,8,2022,8,100542,18281,12,5,4,35,0,1,1
572,1125,5,2023,2,60645,22748,26,2,4,8,0,2,3
573,1397,6,2023,11,112502,24848,5,7,5,14,0,3,2
574,1111,2,2023,9,118382,13465,5,4,5,19,0,3,1
575,1354,2,2022,8,112310,4087,32,7,4,7,0,4,5
576,1139,8,2024,12,94619,25848,29,3,3,27,0,1,2
577,1273,3,2022,10,58513,20758,34,2,1,18,0,1,2
578,1099,1,2023,1,33749,7607,22,1,3,15,0,2,1
579,1252,6,2024,7,55783,4019,9,0,2,10,0,3,3
580,1338,5,2023,10,85645,815,18,7,4,7,0,2,2
581,1104,8,2022,6,107861,12563,27,6,4,32,0,2,3
582,1214,6,2023,6,78175,13292,22,5,1,9,0,3,5
583,1249,8,2023,6,109216,23639,3,7,4,17,0,2,3
584,1152,3,2024,6,87709,16158,19,2,3,34,1,3,4
585,1250,4,2024,10,42323,922,18,6,3,2,0,2,3
586,1275,4,2023,7,75762,12929,26,6,4,39,0,5,2
587,1165,3,2023,12,113220,29176,33,4,3,26,0,2,3
588,1341,5,2022,3,89222,14925,3,5,3,27,0,2,3
589,1008,7,2022,6,59493,21251,37,7,2,5,0,5,4
590,1284,3,2023,3,83328,17648,6,1,3,13,0,1,4
591,1005,8,2023,7,37213,20108,6,5,4,6,0,3,1
592,1145,5,2023,7,71930,10979,25,7,5,9,0,4,2
593,1101,2,2022,8,52713,2722,25,5,3,14,0,5,1
594,1164,3,2022,2,97723,5355,18,0,3,30,0,1,4
595,1374,5,2023,9,57583,13301,8,3,4,28,1,2,3
596,1147,3,2022,5,104944,28799,19,7,5,16,0,1,4
597,1064,3,2024,9,47369,2550,15,6,3,28,0,5,5
598,1091,7,2022,10,72928,21703,16,1,3,14,0,2,3
599,1117,7,2023,5,93950,11141,21,7,4,25,0,1,1
600,1354,8,2024,7,44510,23070,12,7,4,11,0,4,3
601,1267,5,2022,11,37120,18057,11,0,2,24,0,3,5
602,1310,5,2023,9,30295,20971,9,6,4,4,0,3,4
603,1173,1,2022,4,45460,11284,0,3,3,3,0,5,2
604,1047,3,2023,2,39963,21737,31,0,4,30,0,2,2
605,1140,4,2023,9,102116,23241,29,3,4,2,0,2,2
606,1246,3,2023,2,112822,27414,7,3,5,2,0,3,4
607,1149,3,2023,3,52328,18050,20,3,3,25,0,1,2
608,1246,5,2024,10,109629,20895,21,0,3,16,0,2,5
609,1395,3,2022,2,46605,26771,17,5,3,9,0,4,4
610,1005,6,2022,3,69813,29641,1,7,5,1,1,4,2
611,1184,3,2024,6,71371,22556,8,3,3,23,0,2,1
612,1020,6,2023,3,72598,1384,2,5,3,10,0,2,4
613,1046,7,2024,10,85776,20787,25,7,3,23,0,3,4
614,1012,4,2023,8,97258,20338,20,6,4,34,0,5,3
615,1070,8,2024,11,65969,22689,29,7,3,22,0,3,2
616,1017,5,2023,6,61912,27475,27,6,3,31,0,5,1
617,1371,3,2024,7,63374,8252,35,1,3,22,0,4,5
618,1147,6,2024,1,97302,7238,25,4,5,33,1,5,4
619,1154,6,2023,3,87784,23365,33,5,4,18,0,3,5
620,1304,7,2022,3,74882,6026,7,7,4,1,1,2,5
621,1108,6,2022,2,40928,28523,9,6,5,1,0,5,5
622,1236,8,2022,7,46274,22993,13,4,5,14,0,3,3
623,1308,2,2022,9,59416,10482,39,3,3,20,0,4,5
624,1352,1,2023,4,111148,13801,14,4,5,34,0,5,2
625,1070,8,2023,12,85998,16120,16,4,1,4,0,4,2
626,1183,4,2023,5,54047,15580,17,3,3,26,0,4,1
627,1250,8,2023,3,68356,8664,31,5,5,23,0,1,1
628,1228,7,2023,11,62134,17342,37,7,3,6,0,5,5
629,1102,7,2022,9,92042,25108,22,3,3,5,0,3,5
630,1075,8,2022,4,76310,493,22,1,3,32,0,5,3
631,1216,3,2022,5,105758,23426,34,2,4,16,0,5,5
632,1399,2,2023,1,37363,16465,38,7,3,29,0,4,5
633,1203,3,2022,11,110149,6999,14,0,4,7,0,4,5
634,1192,3,2022,12,69563,29550,23,3,5,39,1,4,4
635,1249,8,2023,2,55628,13833,27,3,4,6,0,4,4
636,1242,5,2024,12,94672,2970,15,4,3,5,1,3,3
637,1179,5,2022,9,71246,11,15,1,5,3,0,2,3
638,1219,5,2023,2,36161,29958,39,6,3,0,0,1,2
639,1082,2,2023,5,114110,24208,38,6,2,14,0,4,3
640,1092,3,2024,8,117438,29120,5,4,2,30,0,4,2
641,1175,1,2024,3,27810,15551,1,5,4,24,0,1,5
642,1239,4,2022,6,84860,17145,12,7,2,32,1,4,3
643,1260,5,2022,4,102199,3185,8,3,2,34,0,2,3
644,1391,5,2024,11,96688,16409,33,7,3,4,1,5,3
645,1365,7,2023,7,90548,1806,16,7,3,4,0,1,2
646,1163,3,2023,10,87363,23035,26,3,4,35,0,3,2
647,1048,3,2023,3,36162,5664,28,4,4,16,0,1,1
648,1329,2,2023,6,112858,28733,36,7,4,13,0,2,2
649,1328,2,2024,12,98535,28900,21,3,3,28,0,3,2
650,1116,5,2024,10,32219,14126,23,5,3,7,1,5,4
651,1337,3,2024,9,95864,12894,6,7,5,33,0,4,3
652,1337,1,2022,11,28621,5154,33,2,1,39,1,1,2
653,1369,4,2024,10,114792,22208,11,0,5,0,0,3,3
654,1225,8,2022,1,69433,13767,22,0,3,28,0,1,3
655,1352,3,2022,3,101850,20043,14,0,5,35,0,5,4
656,1328,7,2024,2,91188,15226,32,2,3,36,0,1,3
657,1147,8,2022,8,79951,1525,12,3,3,28,0,3,2
658,1063,3,2022,7,106718,760,22,4,4,4,1,2,3
659,1294,6,2022,2,61558,16978,37,6,4,31,0,3,1
660,1323,2,2024,6,40659,23576,31,1,3,23,0,1,1
661,1325,7,2023,3,59413,13880,34,3,4,18,0,5,4
662,1013,4,2023,8,35435,1055,0,2,4,11,0,4,2
663,1189,5,2022,10,78911,10046,4,7,1,0,0,4,4
664,1287,7,2024,3,53067,3083,12,5,1,6,0,5,1
665,1208,3,2024,10,112794,15678,4,2,3,16,0,1,2
666,1114,5,2023,9,118823,12108,31,7,2,33,0,5,3
667,1022,3,2023,1,94224,20059,20,6,4,6,0,1,2
668,1349,5,2022,5,98225,26624,23,0,3,16,0,3,5
669,1214,4,2024,3,26379,9650,17,3,3,2,0,2,2
670,1171,2,2023,6,52624,5957,20,6,3,28,0,1,3
671,1323,4,2024,10,116500,5255,9,0,4,21,0,4,5
672,1054,6,2023,2,113427,9411,23,1,2,37,0,4,4
673,1394,1,2024,9,82745,20612,39,7,1,28,1,2,2
674,1298,2,2024,6,76805,16344,20,7,2,4,0,1,4
675,1320,4,2023,7,37516,20565,24,5,5,29,0,2,2
676,1126,6,2024,5,104422,9691,22,0,2,22,0,3,1
677,1277,1,2023,9,110843,18214,21,1,4,20,0,2,1
678,1204,6,2022,1,49843,3395,3,7,2,25,0,3,3
679,1194,3,2023,5,30912,1203,33,2,2,20,0,4,1
680,1169,8,2024,11,46514,28846,5,0,4,19,0,3,5
681,1152,3,2023,10,112359,19194,27,0,3,22,1,1,5
682,1035,5,2022,11,82032,19476,30,4,5,3,0,1,2
683,1184,2,2023,6,53797,3044,34,5,5,20,1,1,4
684,1286,3,2023,7,31449,22455,38,5,4,20,1,1,5
685,1057,7,2023,12,26725,7272,22,6,4,0,0,5,2
686,1222,6,2023,4,106406,21057,5,2,3,14,0,3,4
687,1303,2,2024,12,34304,3514,15,4,3,16,0,1,1
688,1163,8,2022,1,98058,9990,1,6,5,13,0,2,2
689,1019,7,2023,11,38663,6192,23,1,4,18,0,2,4
690,1370,3,2022,8,95320,10767,16,6,4,33,0,5,3
691,1264,5,2022,10,100008,16528,0,1,3,5,0,3,3
692,1282,4,2024,4,119488,7507,5,2,1,5,0,3,5
693,1113,5,2024,3,100591,4857,4,7,5,4,1,3,4
694,1327,7,2023,12,37676,12118,28,5,3,6,0,5,3
695,1030,1,2024,7,50192,17761,11,7,3,32,0,3,5
696,1135,3,2024,12,49722,3146,38,1,2,12,0,3,2
697,1067,7,2024,2,32446,26401,2,2,4,0,0,1,2
698,1065,1,2022,8,29725,21408,0,7,1,12,0,3,4
699,1292,1,2024,6,110597,17177,26,6,4,26,0,1,4
700,1025,6,2023,7,113207,26177,23,1,2,6,0,1,4
701,1037,2,2023,5,82632,5756,18,3,5,2,0,3,4
702,1001,6,2022,9,91945,4414,7,0,4,24,0,2,3
703,1399,3,2023,5,98741,17494,1,6,3,32,0,4,3
704,1037,1,2022,11,41365,22056,29,5,4,39,0,2,5
705,1141,8,2022,5,90792,20437,29,7,3,16,0,3,3
706,1232,7,2023,3,89857,29369,38,6,3,13,0,3,2
707,1136,4,2024,11,40704,3937,31,3,5,36,0,2,5
708,1389,1,2024,1,75575,3963,0,2,3,22,0,3,3
709,1188,7,2023,2,54902,21326,37,2,3,23,1,1,4
710,1128,8,2024,8,26195,5897,12,6,3,28,0,5,3
711,1201,4,2024,1,78517,8974,10,3,3,37,0,3,1
712,1127,6,2024,7,59012,14377,9,7,5,26,1,3,5
713,1257,6,2022,5,36415,17500,25,6,3,37,1,2,3
714,1164,2,2023,3,64534,16056,19,0,5,39,0,1,3
715,1035,7,2024,12,46686,1750,16,0,5,22,0,2,2
716,1194,1,2023,12,102198,27152,16,4,2,30,0,2,4
717,1191,5,2023,11,53743,4027,3,1,3,35,0,3,4
718,1104,6,2023,7,57161,11528,4,4,5,16,0,1,2
719,1023,6,2023,9,86313,5745,22,7,3,36,0,3,2
720,1265,2,2023,2,27402,28963,9,0,1,2,0,3,1
721,1290,4,2022,8,88190,21448,27,3,3,35,1,3,5
722,1384,2,2023,9,77551,9679,32,1,4,4,0,3,4
723,1260,8,2024,11,38275,28451,25,7,4,14,0,5,2
724,1358,1,2024,3,53182,28207,28,3,2,5,1,4,2
725,1075,7,2022,2,39915,5938,26,7,2,9,0,1,5
726,1355,3,2024,7,25909,28768,17,4,5,31,0,5,2
727,1072,3,2023,5,90908,12150,39,2,4,22,0,4,1
728,1259,7,2023,5,47620,13406,9,3,4,16,0,4,5
729,1398,4,2024,10,59112,19781,4,4,4,19,0,4,1
730,1188,8,2024,5,99051,24649,9,4,3,14,0,5,3
731,1173,6,2024,4,27431,17743,20,4,4,21,0,1,4
732,1290,4,2023,5,111590,25667,23,2,3,5,1,2,2
733,1045,6,2024,4,87175,4853,37,2,3,3,0,4,5
734,1061,6,2022,6,57624,18325,2,6,4,22,0,2,1
735,1083,3,2024,4,101121,3148,39,2,3,18,0,2,4
736,1123,4,2024,2,86264,28879,30,1,5,30,0,3,4
737,1358,8,2023,9,56958,16243,36,2,3,2,0,2,2
738,1016,2,2022,2,26695,7933,1,2,5,27,0,3,4
739,1066,6,2024,9,74932,9436,1,2,5,2,0,1,2
740,1145,5,2022,10,69225,17669,38,7,3,13,0,1,3
741,1375,5,2022,6,26403,29081,33,3,4,17,0,3,2
742,1162,2,2024,9,108346,6474,19,2,3,26,0,1,1
743,1234,5,2023,9,99391,14679,32,1,5,9,0,4,4
744,1380,1,2024,3,63636,11228,3,7,3,14,0,1,4
745,1144,6,2023,1,35839,770,10,4,4,18,0,3,4
746,1358,2,2022,1,90546,1843,4,3,3,8,0,4,2
747,1188,4,2024,3,72829,73,24,0,3,3,0,2,5
748,1322,6,2023,5,34230,18044,36,7,3,14,0,2,2
749,1013,2,2022,3,76977,16059,33,2,3,7,0,2,1
750,1184,3,2024,12,65232,20733,8,7,4,0,0,3,2
751,1111,8,2023,9,119792,23486,5,6,4,6,1,2,4
752,1290,4,2023,9,50651,8000,17,6,4,30,0,1,3
753,1295,8,2023,3,64963,25395,13,7,3,17,0,2,1
754,1392,3,2024,3,80872,20202,18,4,3,11,0,5,3
755,1215,6,2024,12,104198,13273,13,4,1,29,0,5,1
756,1120,4,2024,5,38739,16121,39,3,4,32,0,2,1
757,1382,8,2022,2,88294,331,16,6,5,6,0,2,4
758,1055,5,2024,6,73356,17805,34,0,3,27,1,5,2
759,1027,8,2023,7,26789,7512,28,5,1,2,0,2,4
760,1118,2,2023,9,44420,28231,16,6,3,5,0,4,4
761,1221,6,2023,6,114297,23274,7,7,4,30,0,5,4
762,1231,1,2024,3,62606,4931,0,6,4,37,0,3,3
763,1053,8,2024,12,63640,26267,35,1,4,14,0,5,1
764,1295,4,2022,5,69135,12742,6,5,3,6,0,1,5
765,1321,4,2023,4,62067,22409,4,4,4,29,0,4,2
766,1233,7,2024,5,83420,13426,23,5,4,26,0,3,4
767,1158,8,2022,8,42357,20792,27,6,3,16,0,2,1
768,1269,6,2024,8,64851,5113,16,4,4,17,0,1,2
769,1021,6,2023,6,63262,8419,36,5,2,21,0,1,5
770,1053,3,2023,1,101853,2881,19,4,3,25,0,4,5
771,1275,7,2022,8,83643,13145,2,4,5,26,0,3,4
772,1313,8,2022,8,46534,13556,36,3,3,39,0,1,5
773,1281,5,2024,2,116270,19249,25,0,4,23,0,3,5
774,1214,3,2022,4,57872,29689,14,4,4,7,0,3,2
775,1031,7,2024,12,32689,2575,7,1,3,20,0,1,2
776,1337,8,2023,2,94103,29621,12,6,4,28,1,3,4
777,1183,8,2022,4,111268,12714,2,6,4,20,0,4,1
778,1023,3,2022,12,111310,6185,0,1,3,2,0,1,4
779,1032,5,2023,10,113731,8656,8,2,2,30,1,4,3
780,1074,7,2024,7,62412,5741,30,4,3,26,0,4,5
781,1010,8,2023,9,72734,16661,25,7,2,26,0,3,1
782,1054,8,2023,8,112793,28690,16,4,2,8,0,3,2
783,1052,7,2023,12,94930,65,33,4,3,32,0,1,3
784,1148,1,2023,9,47228,4262,8,7,3,32,0,2,3
785,1160,3,2023,8,102924,5704,12,5,5,25,0,1,5
786,1370,3,2024,2,36319,15355,4,4,3,27,0,4,2
787,1014,4,2023,7,31475,8594,12,4,4,30,1,3,1
788,1178,5,2023,2,108694,12175,0,1,4,0,0,4,2
789,1366,2,2022,12,39728,24373,24,0,4,19,0,5,5
790,1053,1,2024,11,54545,12696,3,0,3,11,0,5,3
791,1335,7,2022,2,106686,6255,35,2,5,16,0,4,5
792,1022,7,2022,4,86756,7441,9,1,4,14,1,2,4
793,1030,7,2023,1,93775,28054,27,4,4,33,0,2,3
794,1191,1,2023,5,63699,28020,5,0,3,15,0,1,5
795,1260,8,2023,6,61821,21076,26,3,2,3,0,1,1
796,1205,7,2023,9,55615,14986,11,3,4,7,0,1,1
797,1059,7,2024,10,38746,13350,2,3,1,33,0,3,1
798,1264,5,2022,8,111457,14440,32,4,3,24,0,2,4
799,1012,6,2024,2,47745,20803,9,4,3,14,0,4,2
800,1119,6,2023,1,26245,7960,30,7,4,27,0,5,1
801,1290,4,2023,2,49853,22462,14,2,5,8,0,2,4
802,1338,4,2023,7,52632,27615,6,6,3,1,0,2,1
803,1248,7,2022,4,37856,17821,35,2,4,16,0,2,4
804,1354,5,2024,10,81893,25004,13,2,4,9,1,1,1
805,1127,7,2023,5,95641,27258,13,5,3,8,0,3,2
806,1075,4,2023,12,93049,27353,2,3,5,30,0,4,5
807,1361,1,2023,7,83182,23416,2,4,5,1,0,1,1
808,1204,1,2024,3,27801,29756,21,3,4,23,0,3,5
809,1049,8,2023,10,104431,22115,18,2,3,18,0,2,1
810,1079,2,2024,2,64749,19762,34,4,4,16,1,3,2
811,1241,6,2023,7,98757,13665,11,1,3,9,0,1,5
812,1349,5,2022,5,80654,24968,4,7,3,27,1,2,4
813,1154,3,2022,1,96574,22731,9,0,3,37,0,1,1
814,1274,6,2023,1,80381,22785,32,0,4,27,0,4,1
815,1096,3,2022,9,83601,6629,12,2,5,0,0,2,4
816,1214,2,2022,5,40082,13828,34,6,3,2,0,3,2
817,1294,2,2024,1,39648,4541,31,3,1,14,0,1,3
818,1209,7,2024,7,25364,7876,10,1,5,9,0,5,1
819,1343,4,2024,9,59568,29875,37,4,3,20,0,3,4
820,1088,2,2022,11,104646,13311,23,6,4,36,0,3,3
821,1306,2,2022,1,96494,24917,34,3,1,14,0,2,1
822,1264,3,2022,10,99632,24708,18,2,3,22,0,3,5
823,1390,4,2024,4,32436,14588,5,3,5,13,0,1,4
824,1325,2,2024,3,111713,16648,39,2,2,14,0,5,5
825,1377,6,2023,5,51754,12380,34,5,3,9,0,4,2
826,1320,8,2022,7,85194,9877,3,0,3,8,0,5,3
827,1157,2,2023,8,49544,17818,32,6,5,38,0,1,4
828,1156,8,2023,2,85180,21711,12,0,5,4,0,2,1
829,1139,4,2023,7,88295,5097,35,3,3,24,0,1,1
830,1121,7,2023,1,37638,18044,18,1,2,25,0,3,3
831,1065,5,2024,7,90715,28393,11,4,4,7,0,2,5
832,1107,4,2022,8,94409,22076,10,2,3,21,0,4,5
833,1147,3,2022,2,108106,18738,5,4,4,24,0,4,4
834,1137,5,2024,9,42157,24841,11,0,1,11,1,1,4
835,1162,6,2022,1,70565,29317,26,7,2,8,0,3,5
836,1100,1,2022,6,94996,6461,24,1,4,9,0,4,4
837,1338,8,2022,1,90888,25712,2,1,3,9,0,5,5
838,1399,8,2022,3,81095,7044,2,4,5,8,0,2,3
839,1307,8,2023,11,89947,5497,19,0,2,25,0,5,4
840,1141,4,2024,6,112122,20933,27,7,3,34,1,4,5
841,1083,8,2023,3,95880,22718,22,4,5,26,1,4,4
842,1177,7,2023,8,29507,22394,2,3,3,30,0,1,1
843,1198,8,2023,5,68988,13751,23,1,4,18,0,1,1
844,1112,3,2023,2,41865,29882,39,1,3,37,0,2,2
845,1056,6,2024,4,52213,21310,5,3,4,5,0,1,5
846,1179,8,2024,9,80954,25966,19,0,4,14,0,3,2
847,1186,8,2022,4,82450,9304,10,1,3,28,0,2,5
848,1218,5,2024,10,29477,10426,31,6,4,4,0,3,4
849,1316,6,2023,10,87222,11058,26,7,4,13,0,1,5
850,1217,8,2024,8,31533,22449,20,5,3,1,0,2,1
851,1120,4,2023,5,74395,11260,12,5,4,22,0,4,4
852,1394,2,2024,11,48396,18563,21,5,4,18,0,5,1
853,1175,7,2024,11,37755,21351,34,2,3,23,0,4,4
854,1023,4,2022,10,25865,634,21,6,3,19,0,3,5
855,1213,1,2023,1,36173,20015,27,2,3,26,0,4,5
856,1235,4,2024,7,83905,25975,20,0,3,23,1,4,1
857,1013,5,2024,3,63097,29362,17,3,4,16,1,5,3
858,1101,5,2022,10,58371,27315,30,4,3,24,0,5,5
859,1024,8,2024,8,36254,27746,36,6,5,30,0,4,3
860,1364,4,2023,12,29018,10057,20,7,3,27,0,5,4
861,1011,5,2022,3,30192,13345,13,0,3,27,0,4,3
862,1273,2,2023,1,27015,10147,24,4,4,21,0,2,1
863,1281,6,2022,5,93916,21061,26,0,4,4,0,4,2
864,1094,4,2024,2,53343,18602,39,2,4,7,0,1,2
865,1201,7,2023,11,94306,1389,22,5,2,37,0,5,1
